SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
41-1529	VOLKSWAGEN	( 0.5 BAR 180 L/h )	DEPO SAMANDIRASI VW PASSAT 1.6 - 1.9 - 2.0 TDI-CC 2.0 TDI   *** 0.5 BAR 180 L/h		3C0919050G - 3C0919050AA -				
41-1530	VOLKSWAGEN	( 4 BAR 80 L/h )	DEPO SAMANDIRASI VW GOLF IV-PASSAT B3-POLO ***4 BAR 80 L/h		4B0919051E				
41-1531	VOLKSWAGEN	( 0.5 BAR 150 L/h )	DEPO SAMANDIRASI VW PASSAT 1.6 - 1.9 - 2.0 TDI-CC 2.0 TDI    *** 0.5 BAR 150 L/h		3C0919050G - 3C0919050AA				
41-1532	VOLKSWAGEN-AUDI-SKODA	( 4 BAR 80L/h )	DEPO SAMANDIRASI VW GOLF II/IV - AUDI A3 - SKODA OCTAVIA    *** 4 BAR 80 L/h KOMPLE		1J0919087H - 1J0919087J				
41-1532-1	VOLKSWAGEN	( 4 BAR 110L/h ( YARIM UNITE ) )	DEPO SAMANDIRASI VW GOLF IV BORA  NRE BEETLE  POLO    *** 4 BAR 110L/h ( YARIM UNITE )		1J0919087H - 1J0919087J -				
41-1532-2	VOLKSWAGEN		DEPO SAMANDIRASI VW GOLF IV BORA-BEETLE TRANSPORTER POLO		1J0919087H - 1J0919087J - 7M0919087B				
41-1534	VOLKSWAGEN-SKODA		DEPO SAMANDIRASI VW PASSAT 1.9 TDI 00-05-2.0 TDI - SKODA SUPERB 1.9 TDI-2.0 TDI		3B0919050B				
41-1535	VOLKSWAGEN	( 5 BAR 115L/h )	DEPO SAMANDIRASI VW CADDY II 1.9 TDI - 2.0 TDI 04-10 ***5 BAR 115L/h		2K0919050A - 2K0919050B - 0986580829				
41-1536	VOLKSWAGEN	( 4 BAR 140L/h )	DEPO SAMANDIRASI VW TOUAREG 02-10    *** 4 BAR 140L/h		7L6919087G				
41-1536-1	VOLKSWAGEN	( 4 BAR 140L/h )	DEPO SAMANDIRASI VW TOUAREG 3.2 V6 - 3.6 V6 - 4.2 V8 - 6.0 V12    *** 4 BAR 140L/h		7L6919087F				
41-1538	VOLKSWAGEN-SKODA-SEAT	( 3 BAR 180L/h )	DEPO SAMANDIRASI VW, POLO, SKODA, SEAT,IBIZA 1.4TDI ,1.6TDI 2003>    *** 3 BAR 180L/h		6R0919050E - 6R0919050R - 0986580832				
41-1539	VOLKSWAGEN	( 3 BAR 180L/h )	DEPO SAMANDIRASI VW PASSAT 2.0 TDI    *** 3 BAR 180L/h		3AA919050H - 3AA919050B				
41-1540	VOLKSWAGEN	( 3 BAR 95L/h )	DEPO SAMANDIRASI VW PASSAT - TRANSPORTER T4    *** 3 BAR 95L/h		357906091 - 357906091A -				
41-1541	VOLKSWAGEN		DEPO SAMANDIRASI VW PASSAT CC ( 357 ) , PASSAT ( 3C2 ) 2.0 TDI		3C0919050Q - 3C0919050AC -				
41-1542	VOLKSWAGEN-AUDI	( 0.5 BAR 110L/h )	DEPO SAMANDIRASI VW GOLF IV - BORA - JETTA IV - AUDI A3 1.9TDI    *** 0.5 BAR 110L/h		1J0919050 60306250				
41-1543	VOLKSWAGEN	( 3 BAR 135L/h )	DEPO SAMANDIRASI VW GOLF V/VI - JETTA IV - SCIROCCO 1.2 - 1.4 - 2.0 TSI    *** 3 BAR 135L/h		1K0919051AP - 1K0919051M -				
41-1543-1	VOLKSWAGEN		DEPO SAMANDIRASI VW GOLF V/VI - JETTA IV - SCIROCCO 1.2 - 1.4 - 2.0 TSI		1K0919051AP - 1K0919051M - 0986580940				
41-1544	VOLKSWAGEN	( 0.5 BAR 100L/h )	DEPO SAMANDIRASI VW TRANSPORTER T5    *** 0.5 BAR 100L/h		7E0919088B - 7H0919088 - 7H0919088A				
41-1546	VOLKSWAGEN-AUDI	( 3 BAR )	DEPO SAMANDIRASI VW GOLF VII 2016---A3 2012--		5Q0919051BH - 5Q0919051BN - 0580200382				
41-1547	VOLKSWAGEN	( >> SAĞ TARAF << )	DEPO SAMANDIRASI VW TIGUAN 2.0 TDİ  07-16  >> SAĞ TARAF <<		5N0919088E - 5N0919088D - 5N0919088M				
41-1548	VOLKSWAGEN-AUDI		DEPO SAMANDIRASI VW TIGUAN 07-16 - AUDI Q3 11-18		5N0919087F - 5N0919087H				
41-1549	VOLKSWAGEN		DEPO SAMANDIRASI VW AMAROK 2.0 TDI 4 MOTION		2H0919050D 60306254				
41-1550	AUDI		DEPO SAMANDIRASI AUDI A4 04-08  2.0 TFSI - 3.2 FSI		8E0919051CQ - 8E0919051AL				
41-1551	VOLKSWAGEN		DEPO SAMANDIRASI VW POLO 6R1 6C1 SEAT TOLEDO 1.4T SKODA RAPID 15-19  ***0.5 BAR 90L/h		6R0919050K				
41-1552	VOLKSWAGEN		DEPO SAMANDIRASI VW CRAFTER 30-35 06-16 2.0, 2.5 TDI / M.BENZ GLASS W461 - SPRINTER 906		A9064701894 - A9064703094 2E0919050F				18.08.2025
41-1600	BMW	( 3,5 BAR 120L/h )	DEPO SAMANDIRASI BMW E34 KOMPLE    *** 3,5 BAR 120 L/h		16141180318 - 16141181294 -				
41-1601	BMW	( 4 BAR 110L/h )	DEPO SAMANDIRASI BMW E46    *** 4 BAR 110 L/h		16146752499 - 16146766942 - 0986580944				
41-1602	BMW	( 3 BAR 160L/h )	DEPO SAMANDIRASI BMW E60 03-10,E61,E63,E64 04> ***3 BAR 160L/h		16146765820 - 6765778 - 0580314028				
41-1603	BMW	( 3 BAR 105L/h )	DEPO SAMANDIRASI BMW E81-E82-E90-E91-N-43-N45-N46-N52    *** 3 BAR 105L/h		16117159144 - 16147197075 -				
41-1604	BMW	( 3 BAR 140L/h )	DEPO SAMANDIRASI BMW E34 KOMPLE 89-95    *** 3 BAR 140 L/h		16144138604 - 16141181354 - 0580464995				
41-1605	BMW	( 3,5 BAR 100L/h )	DEPO SAMANDIRASI BMW E36 90-98    ***  3,5 BAR 100L/h		16141180504 - 16141182985 -				
41-1606	BMW	( 3 BAR 200L/h )	DEPO ŞAMANDIRASI BMW 1 E81-E87-E82-E8 E90 ***3 BAR 200L/h		60309077 16117197077 60309077				
41-1607	BMW	( KOMPLE )	DEPO SAMANDIRASI BMW E53 X5 KOMPLE		16116762044				
41-1608	BMW	( 4 BAR 120L/h YARIM UNITE )	DEPO SAMANDIRASI YARIM UNITE BMW 5 ( E39 )    *** 4 BAR 120L/H		16146752368 - 16141183176 - 16141183216				
41-1609	MINI	( 4 BAR 90L/h )	DEPO SAMANDIRASI MINI COOPER ( R50-R53 ) 2001-2006 ***4 BAR 90L/h		16146766176 - 16146759955 -				
41-1610	BMW	( 3 BAR 130L/h )	DEPO SAMANDIRASI BMW E30 1982-1992     *** 3 BAR 130 L/h		16141180109 - 16141180233 - 16141181075				
41-1611	BMW	( 3 BAR 130L/h )	DEPO SAMANDIRASI BMW E36    *** 3 BAR 130 L/h		16141182842 - 16141182843 -				
41-1612	BMW	( 3 BAR130L/h )	DEPO SAMANDIRASI BMW E36    *** 3 BAR130 L/h		16141182985 - 16141183139 - 16146758736				
41-1613	BMW	( 3 BAR 240L/h )	DEPO SAMANDIRASI BMW E 60 04-10 *** 3 BAR 240L/h		16146765823 - 16146765822 - 16117373474				
41-1614	BMW	( BENZINLI )	DEPO SAMANDIRASI BMW F20-F21 2011-- F30-F31-F35-F80 11-18 BENZINLI		16117414480 - 16117243974 - 0580200326				
41-1614-1	BMW	( BENZINLI )	DEPO SAMANDIRASI BMW F20-F21 2011-- F30-F31-F35-F80 11-18 BENZINLI		16117414480 - 16117243974 - 0580200326				
41-1615	BMW	( BENZINLI )	DEPO SAMANDIRASI BMW 1 SERISI F20-F30-F32-F36 BENZINLI		16147273276 - 16117414490 - 0580200328				
41-1616	BMW	( DIZEL )	DEPO SAMANDIRASI BMW 1,2,3,4 SERI F20-F30-F31-F32-F34-F36 DIZEL		16117297776 - 16117243972 - 0580204018				
41-1617	BMW	(DİZEL)	DEPO SAMANDIRASI BMW 5 SERISI (F10-F11-F18) 6 SERISI (F12-F13) ***DİZEL		16117260648				
41-1619	MINI		DEPO SAMANDIRASI MINI CLUBMAN 08-14-CONVERTIBLE 06-- COUPE 11-16 MINI 06-13		16112754806 - 0986580417				
41-1620	LAND ROVER		DEPO SAMANDIRASI LAND ROVER RANGE ROVER III 02-12 4×4 4.4		LR015178 - WGS500140				
41-1621	LAND ROVER		DEPO SAMANDIRASI LAND ROVER RANGE ROVER III 02-12 4×2 4.4		6H429H307AB - LR015177 -				
41-1622	LAND ROVER		DEPO SAMANDIRASI LAND ROVER DISCOVERY III 04-09 RANGE ROVER 05-13 2.7-3.6		WGS500071 - WGS500110 -				
41-1623	MINI		DEPO ŞAMANDIRASI MINI R55 - R56 -R57 -R58 - R59 - N14 - N18		16112755082				
41-1700	MERCEDES	( 3 BAR 110L/h )	DEPO SAMANDIRASI MERCEDES W163 ML320 ML430    *** 3 BAR 110 L/h		1634703594 - 1634702894 -				
41-1701	MERCEDES	( 3 BAR 115L/h )	DEPO SAMANDIRASI MERCEDES S C CLASS W203 - S203 - CL 203     *** 3 BAR 115 L/h		2034703594 - 2034702894 - 0986580183				
41-1702	MERCEDES	( SENSÖRLÜ )	DEPO SAMANDIRASI MERCEDES CLS 08-10-E 02-08 W211-S211 *** SENSÖRLÜ		2114704094				
41-1703	MERCEDES	( 3 BAR 200L/h )	DEPO SAMANDIRASI MERCEDES CLS, E CLASS W211, S211    *** 3 BAR 200 L/h		2114702994 - 2114701494				
41-1703-1	MERCEDES	( YARIM ÜNİTE )	DEPO SAMANDIRASI MERCEDES C219 04-10 W211 02-08 ***YARIM ÜNİTE		2114702994 - 2114701494				
41-1704	MERCEDES	( 3 BAR 115L/h )	DEPO SAMANDIRASI MERCEDES W203 S203    *** 3 BAR 115 L/h		2034702394 - 2034702294 - 0986580184				
41-1705	MERCEDES		DEPO SAMANDIRASI MERCEDES C CLASS W204-X204-W212 2007-2014		2044701494 - 2044700494 - 2044704494				
41-1706	MERCEDES	( 3 BAR 90L/h )	DEPO SAMANDIRASI MERCEDES A CLASS A 140-A 160- A 190 1.4I-1.6I    *** 3 BAR 90L/h		1684702894 - 1684700394				
41-1706-1	MERCEDES	( 4 BAR 95L/h )	DEPO SAMANDIRASI MERCEDES A CLASS W168 A140 A160    *** 4 BAR 95 L/h		1684702894 - 1684700394 -				
41-1707	MERCEDES		DEPO SAMANDIRASI MERCEDES CLS 04-10-E 02-08 W211-S211		2114703994 - A2114703994 -				
41-1709	MERCEDES	( 4,6 BAR 130L/h )	DEPO SAMANDIRASI MERCEDES C SERI 2000>    *** 4.6 BAR 130L/h		2044701394 - 519700000229 -				
41-1710	MERCEDES	( 3 BAR 195L/h )	DEPO SAMANDIRASI MERCEDES C SERI 2008>    *** 3 BAR 195L/h		2124701794 - A2124701794 -				
41-1711	MERCEDES		DEPO SAMANDIRASI MERCEDES C SERISI W204 S204 07-14 W212 09-16		A2044700394 - 0986580399 -				
41-1712	MERCEDES		DEPO SAMANDIRASI MERCEDES C SERISI W204-S204 07-14 W212 09-16		A2124701394 - 0986580415 -				
41-1713	MERCEDES		DEPO SAMANDIRASI MERCEDES W204 S204 07-14 C207 09-13 W212 09-16		A2044700794				
41-1714	MERCEDES		DEPO SAMANDIRASI MERCEDES W204 S204 07-14 C207 09-13 W212 09-16		A2124701594 - 0986580414 - 2124701594				
41-1715	MERCEDES		DEPO SAMANDIRASI MERCEDES E SERISI S212 09-- W212 09-16		A2124700494 - 2124700494 - 0986580393				
41-1716	MERCEDES	( ( İLAVE ISITMALI )WEBASTOLU ARAÇLAR İÇİN) )	DEPO SAMANDIRASI MERCEDES E SERISI 212 T MODEL 09 - W212 09-16 ILAVE ISITMALI (WEBASTOLU ARAÇLAR İÇİN)		A2124701894 - 2124701894 -				
41-1718	MERCEDES	( YARIM ÜNİTE )	DEPO SAMANDIRASI MERCEDES VIANO W639 03-14 VITO II W639 03 -YARIM SAMANDIRA		A6394701694 - A6394701094 - 0580203002				
41-1719	MERCEDES	( 3 BAR 160L/h )	DEPO SAMANDIRASI MERCEDES CLS 550 ***3 BAR 160L/h		A2184700094				
41-1800	FORD		DEPO SAMANDIRASI FORD FOCUS 2.0 ( 00-02 )		P75047M - E2299M - FG1339				
41-1801	FORD	( 3 BAR 90L/h )	DEPO SAMANDIRASI FORD FOCUS I 98-2004    *** 3 BAR 90 L/h		98AP-9H307-AC - 98AP-9H307-AD - 0986580994				
41-1802	FORD	( 3 BAR 90L/h )	DEPO SAMANDIRASI FORD ESCORT VII 95-99-FIESTA   *** 3 BAR 90L/h		96FP-9H307-AA - 96FP-9H307-AB -				
41-1803	FORD	( 3 BAR 80L/h )	DEPO SAMANDIRASI FORD MONDEO III 00-07    *** 3 BAR 80 L/h		1S7U-9H307-AB - 1S7U-9H307-AC - 0986580995				
41-1804	FORD	( 3 BAR 160L/h )	DEPO SAMANDIRASI FORD MONDEO 2010> ***3 BAR 160L/h		6G91-9H307-EG - 6G91-9H307-EH				
41-1805	FORD	( 3 BAR 160L/h )	DEPO SAMANDIRASI FORD MONDEO IV 2007> ***3 BAR 160L/h		6G91-9H307-AF - 1506989 -				
41-1806	FORD	( 3 BAR 90L/h )	DEPO SAMANDIRASI FORD MONDEO II 96-00    *** 3 BAR 90L/h		XS7U-9H307-CD - 98BP-9H307-CA				
41-1807	FORD	( 3 BAR 90L/h )	DEPO SAMANDIRASI FORD FIESTA IV 95-00    *** 3 BAR 90L/h		YS6U-9H307-DD - 1112051				
41-1808	FORD	( 3 BAR 90L/h )	DEPO SAMANDIRASI FORD FIESTA IV 95-02    *** 3 BAR 90L/h		XS6U-9H307-FA - 1093855				
41-1809	FORD	( 3 BAR 100L/h )	DEPO SAMANDIRASI FORD FOCUS II-C.MAX 2005>    *** 3 BAR 100 L/h		3M519-H307-AH - 3M519-H307-AV - 0986580951				
41-1810	FORD	( 3 BAR 100L/h )	DEPO SAMANDIRASI FORD FOCUS III- C-MAX II ***3 BAR 100L/h		AV61-9H307-AE - AV61-9H307-AE - 058020056				
41-1811	FORD		DEPO SAMANDIRASI FORD FIESTA VI 1.25  1.6TI 2008>		8V51-9H307-AB - 8V51-9H307-BA				
41-1812	FORD	( 3 BAR 115L/h )	DEPO SAMANDIRASI FORD FOCUS III 1.6 Ti 2011>    *** 3 BAR 115L/h		AV61-9H307-LB - AV61-9H307-LC - AV61-9H307-LD				
41-1813	FORD		DEPO SAMANDIRASI FORD RANGER 2015-- 2.2 TDCI		AB39-9H307-EC - 1749366				
41-1814	FORD		DEPO ŞAMANDIRASI FORD FIESTA V - FUSION 1.4 TDCi - 1.6 TDCi		60302428 - 2S61-9275-AA - 2S61-9275-AE - 2S61-9275-AF				
41-1815	FORD		DEPO ŞAMANDIRASI FORD FIESTA 13-- FIESTA VIII 17--		C1B1-9H307-BE - C1B1-9H307-BE				
41-1816	FORD		DEPO ŞAMANDIRASI FORD TRANSİT CUSTOM 2013-		BK219H307BD				26.08.2025
41-2000	NISSAN	( 3 BAR 80L/h )	DEPO SAMANDIRASI NISSAN ALMERA ***3 BAR 80L/h		17040-BN805 - 0580314063				
41-2001	NISSAN		DEPO SAMANDIRASI NISSAN QASHQAI J10 ***3 BAR 110 LT		17040-JD01A-B				18.08.2025
41-2100	TOYOTA		DEPO SAMANDIRASI TOYOTA COROLLA 1.6 - 1.6 VVTi		77020-02390 - 77020-12570 - 77020-02200				
41-2200	HYUNDAI	( (3 BAR 90L/h (2 KABLOLU ) )	DEPO SAMANDIRASI HYUNDAI ACCENT 1,3-1,5 94-00    *** 3 BAR 90L/h 2 KABLOLU		31110-25010				
41-2201	HYUNDAI	( 3 BAR 85L/h )	DEPO SAMANDIRASI HYUNDAI ACCENT ERA 1.4 - 1.6 05-10 ***3 BAR 85L/h		31110-1G000 - 31110-1E000				
41-2202	HYUNDAI	( 3 BAR 85 L/h (3 KABLO ))	DEPO SAMANDIRASI HYUNDAI ACCENT 1.3 - 1.5 94-00    *** 3 BAR 85 L/h 3 KABLO		31110-1A100 - 31110-25000 -				
41-2203	HYUNDAI	( DIZEL )	DEPO SAMANDIRASI HYUNDAI ACCENT ERA 06>1,5 CRDI DIZEL		31110-1G800 - 31110-1G800-DS				
41-2204	HYUNDAI-KIA		DEPO SAMANDIRASI HYUNDAI ACCENT IV 1.4-1.6 2011 > KIA RIO 1.25 1.4 1.6 2009>		31110-4L000 - 3111-1R200				
41-2205	HYUNDAI	( 3 BAR 130L/h 9	DEPO SAMANDIRASI HYUNDAI GETZ 1.6-1.3I-1.1    *** 3 BAR 130L/h		31110-1C000 - 31110-1C010				
41-2206	HYUNDAI	( TEK ÇIKIŞ )	DEPO SAMANDIRASI HYUNDAI ACCENT 05-- I10 08-- I30 07-12 ***TEK ÇIKIŞ		31110-1H000				
41-2207	HYUNDAI-KIA	( DIZEL )	DEPO SAMANDIRASI HYUNDAI BLUE - KIA RIO DIZEL 14>		31110-1W800				
41-2208	HYUNDAI		DEPO SAMANDIRASI HYUNDAI SONATA 06-10		31110-3K200 72341				
41-2209	HYUNDAI		DEPO SAMANDIRASI HYUNDAI GETZ		94460-1C000				
41-2210	HYUNDAI		DEPO ŞAMANDIRASI HYUNDAI İ20 (08-15)		31110-1J000 31110-1M000				
41-2211	HYUNDAI		DEPO SAMANDIRASI HYUNDAI ELANTRA 11>		94460-2V000				
41-2212	HYUNDAI		DEPO ŞAMANDIRASI HYUNDAI ACCENT BLUE 11-		31110-1R000 - 31110-1R200				
41-2213	KIA		DEPO ŞAMANDIRASI KIA RIO 2011--		31110-1W000				
41-2214	HYUNDAI		DEPO SAMANDIRASI HYUNDAI I30 ELENTRA 07-13		31110-2H000				18.08.2025
41-2900	LAND ROVER	( 1 BAR 85L/h )	DEPO SAMANDIRASI LAND ROVER FREELANDER ( L314 ) ( 00-06 ) 2.0 Td4 4×4    *** 1 BAR 85L/h		WFX500070 - WFX000200 -				
41-2901	LAND ROVER	( 3 BAR 110L/h 9	DEPO SAMANDIRASI LAND ROVER FREELANDER ( L314 ) ( 00-06 ) 2.0 Td4 4×4    *** 3 BAR 110L/h		WFX000130 - WFX000110 - WFX100970				
41-2902	LAND ROVER	( DIZEL )	DEPO SAMANDIRASI LAND ROVER DISCOVERY II 4.0 V8		WFX101070 - WQC000120 - 0580313015				
41-2904	LAND ROVER		DEPO SAMANDIRASI LAND ROVER		WFX100980				
41-2905	LAND ROVER		DEPO SAMANDIRASI LAND ROVER RANGE ROVER 2.5 D 4×4		ESR1111 - ESR11111				
