SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
06-1704	MERCEDES		ABS SENSORU MERCEDES-BENZ ACTROS		A0065425418 - A0075422218				
06-1705	MERCEDES		ABS SENSORU MERCEDES-BENZ ACTROS		A0075422318 - A0065425318				
06-1706	MERCEDES	(ÖN SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ C CLASSIC -CLC -CLK		A2035400417				
06-1707	MERCEDES - VOLKSWAGEN	(ARKA SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ SPRINTER - VW LT 35		A9015420319 - A9015421117				
06-1708	MERCEDES	(ARKA SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ S CLASSIC		A2215400117 - A211956000				
06-1709	MERCEDES	(ARKA SAĞ)	ABS SENSORU MERCEDES-BENZ E CLASSIC		A2105400717 - A2105401017				
06-1710	MERCEDES	(ARKA SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ S CLASSIC		A2205400517				
06-1711	MERCEDES	(ÖN SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ X156 13		2465402510 - A2465402510	102-044			
06-1712	MERCEDES	(ÖN SOL)	ABS SENSORU MERCEDES-BENZ A-SERIS VANEO 414		1685400017 A1685400017				
06-1713	MERCEDES	(ARKA SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ		A1665400317 - A1669052701	102-044			
06-1714	MERCEDES - VOLKSWAGEN	(ÖN SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ SPRINTER - VW CRAFTER		A9065403917 9069050601	102-044			
06-1715	MERCEDES - VOLKSWAGEN	(ARKA SAĞ)	ABS SENSORU MERCEDES-BENZ SPRINTER - VW CRAFTER		A9065401217 - 9065401217	102-044-2			
06-1801	FORD-VOLVO	(ÖN SAĞ-SOL)	ABS SENSORU FORD FOCUS-C MAX - VOLVO C30		1223620 - BP4K-43-701	102-076			
06-1802	FORD	(ARKA SAĞ-SOL)	ABS SENSORU FORD FOCUS-C MAX		3M5T-2B372-BB - 3M5T-2B372-BC	102-076			
06-1803	FORD	(ÖN SAĞ-SOL)	ABS SENSORU FORD TRANSIT		YC15-2B372-AD - YC15-2B372-AC	102-087			
06-1804	FORD	(ARKA SOL)	ABS SENSORU FORD TRANSİT		YC152B372CB - 4522491	102-088			
06-1804-1	FORD	(ARKA SAĞ)	ABS SENSORU FORD TRANSIT		YC15-2B372-BC - 4522490	102-087			
06-1805	FORD	(ÖN SAĞ-SOL)	ABS SENSORU FORD TRANSIT		6C11-2B372-AB - 6C11-2B372-AA	102-087			
06-1806	FORD	(ARKA SOL)	ABS SENSORU FORD TRANSIT		6C11-2B372-CD - 6C11-2B372-CE	102-088			
06-1806-1	FORD	(ARKA SAĞ)	ABS SENSORU FORD TRANSIT		6C11-2B372-BE - 6C11-2B372-BB	102-087			
06-1807	FORD	(ÖN-ARKA SAĞ-SOL)	ABS SENSORU FORD MONDEO		1S7T-2B372-AB - 1S7T-2B372-AC	102-076			
06-1808	FORD	(ÖN SAĞ-SOL)	ABS SENSORU FORD FIESTA-COURIER		8V51-2C204-CA - 1809552	102-084			
06-1809	FORD	(ÖN SAĞ-SOL)	ABS SENSORU FORD FIESTA-COURIER		AY112-C190-AA - AY112-C190-AB	102-084			
06-1810	FORD	(ÖN SAĞ-SOL)	ABS SENSORU FORD TOURNEO CONNECT		2T142-B372-AB	102-087			
06-1812	FORD	(ARKA SAĞ-SOL)	ABS SENSORU FORD TOURNEO CONNECT		2T14-2B372-BE - 2T14-2B372-BD	102-087			
06-1813	FORD	(ÖN SAĞ-SOL)	ABS SENSORU FORD TRANSIT V363 2014		BK31-2B372-AA - BK3Z-2C204-B	102-076			
06-1814	FORD	(ARKA SAĞ-SOL)	ABS SENSORU FORD FOCUS - C-MAX 2012		AV6T-2B372-EB - AV6T-2B372-EA	102-076			
06-1815	FORD	(ARKA SAĞ-SOL)	ABS SENSORU FORD TOURNEO CUSTOM V362 - TRANSIT V363		BK21-2B372-BC - BK21-2B372-BD	102-076			
06-1816	FORD	(ARKA SAĞ-SOL)	ABS SENSORU FORD TRANSIT V363 2018		FK31-2B372-AA	102-076			
06-1900	HONDA	(ARKA SOL)	ABS SENSORU HONDA JAZZ II -JAZZ III		57475-SAA-003				
06-1901	HONDA	(ÖN SOL)	ABS SENSORU HONDA CR-V II		33529 57455-S9A-013	102-099-4			
06-1902	HONDA	ÖN SOL	ABS SENSÖRÜ HONDA CIVIC ÖN SOL (06-12 )		57455-SNA-003	102-099-4			
06-2000	NISSAN	(ÖN SAĞ-SOL)	ABS SENSORU NISSAN QASHQAI		47910-JD000 - 47900-BR60A				
06-2001	NISSAN	(ARKA SAĞ)	ABS SENSORU NISSAN PRIMERA		47900-AV710	102-044			
06-2002	NISSAN	(ARKA SOL)	ABS SENSORU NISSAN MICRA III -NOTE I		47901-AX600 - 47901-AX610	102-044			
06-2003	NISSAN	(ARKA SAĞ-SOL)	ABS SENSORU NISSAN QASHQAI II		47900-4EA0A	102-084			
06-2004	NISSAN	(ÖN SAĞ-SOL)	ABS SENSORU NISSAN JUKE 2013		47910-1KA0A	102-084-1			
06-2005	NISSAN	(ÖN SAĞ-SOL)	ABS SENSORU NISSAN NAVARA - PATHFINDER III		47910-EA005 - 47910EA005	102-160			
06-2006	NISSAN	(ÖN SAĞ -SOL)	ABS SENSÖRÜ NISSAN MICRA - NOTE 06--		47910-AX610	102-044			
06-2100	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA COROLLA		89543-02110	102-044			
06-2101	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA COROLLA		89542-02110	102-044			
06-2102	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA COROLLA		89542-12040 - 89542-12060				
06-2103	TOYOTA	(ARKA SOL)	ABS SENSORU TOYOTA AVENSIS		89546-05030 - 89546-05040				
06-2104	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA YARIS II		89542-0D030	102-099			
06-2105	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA YARIS II		89543-0D030	102-099			
06-2106	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA RAV4 III/IV		89542-42050				
06-2107	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA AVENSIS-AURIS-COROLLA		89542-02060 - 89542-02061	102-044			
06-2108	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA AVENSIS-AURIS-COROLLA		89543-02060 - 89543-02061	102-044			
06-2109	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA RAV4 III/IV		89543-42050				
06-2110	TOYOTA	(ARKA SAĞ)	ABS SENSORU TOYOTA RAV4 III		89545-42040				
06-2112	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA COROLLA		89543-12040				
06-2113	TOYOTA	(ARKA SAĞ)	ABS SENSORU TOYOTA AVENSIS		89545-05030 - 89545-05040				
06-2114	TOYOTA	(ARKA SOL)	ABS SENSORU TOYOTA COROLLA		89546-12040 - 89546-02010				
06-2115	TOYOTA	(ARKA SOL)	ABS SENSORU TOYOTA RAV4 III		89546-42040				
06-2116	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA HILLUX		89543-0K020	102-072			
06-2117	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA YARIS		89542-52010 - 04895-52010				
06-2118	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA YARIS		89543-52010				
06-2119	TOYOTA	(SAĞ ÖN)	ABS SENSORU TOYOTA HILLUX		89542-0K020	102-072			
06-2120	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA AVENSIS		89543-05030 - 89543-05040				
06-2121	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA AVENSIS		89542-05030 - 89542-05040				
06-2122	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA AURIS-COROLLA-PRIUS		89542-12080	102-099-3			
06-2123	TOYOTA	(ÖN SAĞ)	ABS SENSORU TOYOTA CARINA		89542-05020 - 89542-05010				
06-2124	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA CARINA E		89543-05020 - 89543-20130				
06-2127	TOYOTA	(ÖN SOL)	ABS SENSORU TOYOTA AURIS-COROLLA-PRIUS		89543-12080	102-099-3			
06-2129	TOYOTA	(ARKA SAĞ)	ABS SENSORU TOYOTA COROLLA		89545-12040 - 89545-02010				
06-2200	HYUNDAI - KIA	(ÖN SOL)	ABS SENSORU HYUNDAI ELANTRA III -MATRIX -KIA CEROTA		95670-2D050 - 95670-2D000				
06-2201	HYUNDAI - KIA	(ARKA SOL)	ABS SENSORU HYUNDAI ELANTRA III -MATRIX -KIA CEROTA		95680-2D050 - 95680-2D000				
06-2202	HYUNDAI - KIA	(ÖN SAĞ)	ABS SENSORU HYUNDAI ELANTRA III -MATRIX -KIA CEROTA		95670-2D150 - 95670-2D100				
06-2203	HYUNDAI	(ÖN SAĞ)	ABS SENSORU HYUNDAI I30 -ELANTRA		59830-A5300				
06-2204	HYUNDAI	(SAĞ ÖN)	ABS SENSORU HYUNDAI GETZ		95671-1C010	102-037			
06-2205	HYUNDAI	(SOL ÖN)	ABS SENSORU HYUNDAI GETZ		95671-1C000	102-037			
06-2206	HYUNDAI	(ÖN SAĞ)	ABS SENSORU HYUNDAI İ20 08-12		95671-1J000	102-038			
06-2207	HYUNDAI	(ÖN SAĞ)	ABS SENSORU HYUNDAI ACCENT III		95671-1E000	102-037			
06-2208	HYUNDAI	(ÖN SOL)	ABS SENSORU HYUNDAI ACCENT III		95670-1G000	102-037			
06-2209	HYUNDAI	(ÖN SOL)	ABS SENSORU HYUNDAI İ20 08-12		95670-1J000	102-038			
06-2210	KIA	(ÖN SAĞ)	ABS SENSORU KIA SORENTO 2007		95671-3E310				
06-2211	HYUNDAI	(ÖN SOL)	ABS SENSÖRÜ HYUNDAI SANTA FE 06-10		95670-2B000				
06-2212	HYUNDAI	(ÖN SAĞ)	ABS SENSÖRÜ HYUNDAI ACCENT - KIA RIO		95671-1R000				
06-2300	MITSUBISHI	(ÖN SOL)	ABS SENSORU MITSUBISHI L200		MN102573	102-037			
06-2301	MITSUBISHI	(ARKA SAĞ)	ABS SENSORU MITSUBISHI L200 2005		4670A598				
06-2302	MITSUBISHI	(ARKA SOL)	ABS SENSORU MITSUBISHI L200 2005		4670A597	102-038			
06-2303	MITSUBISHI	(ÖN SOL)	ABS SENSORU MITSUBISHI L200 2005		4670A595 - 4670A877	102-037			
06-2304	MITSUBISHI	(ARKA SOL)	ABS SENSORU MITSUBISHI L200 2010-2015		MN102577	102-038			
06-2305	MITSUBISHI	(ARKA SAĞ)	ABS SENSORU MITSUBISHI L200 2010-2015		MN102578				
06-2306	MITSUBISHI	(ÖN SAĞ)	ABS SENSORU MITSUBISHI L200 2005		4670A596 - 4670A878	102-037			
06-2307	MITSUBISHI	(ÖN SAĞ)	ABS SENSORU MITSUBISHI L200 2005-2015		MN102574	102-037			
06-2700	SUZUKI	(ÖN SAĞ)	ABS SENSORU ÖN SAĞ SUZUKI SWIFT III		56210-62J00 - 56210-62J01				
06-9000	FIAT	(ARKA SOL)	ABS SENSORU FIAT PALIO-MAREA-BRAVA		51798998 - 51989980	102-097			
06-9001	CHRYSLER	(ÖN SAĞ)	ABS SENSORU CHRYSLER VOYAGER IV		04683470AD - 04683470AE	102-076			
06-9003	MERCEDES	(ÖN SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ		265007722	102-044			
06-9004	UNIVERSAL	(ARKA SAĞ-SOL)	ABS SENSORU		3550150-K00 - 3550150-K18	102-044			
06-9006	JEEP	(ARKA SOL)	ABS SENSORU JEEP GRAND CHEROKEE I		56041509AA - ADA107102	102-084			
06-1056	RENAULT	(ARKA SAĞ)	ABS SENSÖRÜ RENAULT KADJAR *** ARKA SAĞ		479506725R	102-084			
06-1057	RENAULT	(ÖN SAĞ -SOL)	ABS SENSÖRÜ RENAULT CLIO II - THALIA 98-- ( ÖN SAĞ -SOL )		7700411747 - 7700415681	102-096			
06-1307	OPEL	(ARKA SOL - SAĞ)	ABS SENSÖRÜ OPEL CORSA B - TIGRA *** ARKA SOL - SAĞ		1238917 - 90386505	102-096			
06-1536	AUDI	(ARKA SAĞ-SOL)	ABS SENSÖRÜ AUDI A4 00-04 ( ARKA SAĞ-SOL )		8E0927807B				
06-1716	MERCEDES	(ÖN SAĞ-SOL)	ABS SENSORU MERCEDES-BENZ E CLASS W211 2003-2008 - S211 2003-2009 (ÖN SAĞ-SOL)		A2115403117 A2115402117 - 0265007722	102-044			
06-1800	FORD	(ARKA SAĞ-SOL)	ABS SENSÖRÜ FORD C-MAX II - FIESTA III 1.5 11-- (ARKA SAĞ-SOL) *** PARK YARDIM SISTEMLI ARAÇLAR İÇİN		AV6T-2B372-EC	102-076			
06-2213	HYUNDAI	(ÖN SOL)	ABS SENSÖRÜ HYUNDAI İ30 (ÖN SOL)		59810-A6300				
06-1622	BMW	(ARKA SAĞ-SOL)	ABS SENSÖRÜ BMW E81- E82 -E87 *** ARKA SAĞ-SOL		34526762466				17.01.2025
06-9005	UNIVERSAL	(ARKA SAĞ)	ABS SENSÖRÜ GRAND CHEROKE (ARKA SAĞ)		56027722				17.01.2025
06-1621	BMW	( ÖN SAĞ - SOL )	ABS SENSORU BMW X5 E53 ( ON SAG-SOL )		34526760533 - 34526771704	102-139			19.05.2025
