SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
33-2210	HYUNDAI-KIA		ATESLEME BOBINI ( KALEM BOBIN ) HYUNDAI I20, I30, ACCENT IV 1.4 - 1.6 - KIA PRO CEED, RIO		27301-2B010	102-080-1			
33-2211	HYUNDAI-KIA		ATESLEME BOBINI ( KALEM BOBIN ) HYUNDAI i30, ELENTRA - KIA CERATO, PRO CEED, CEED		27301-2B000	102-080-1			
33-2212	HYUNDAI-KIA		ATESLEME BOBINI ( KALEM BOBIN ) HYUNDAI iX35, i30, TUCSON - KIA SPORTAGE GDI PENCIL TYP		27301-2B100 - 27301-2B110 -	102-080-1			
33-2213	HYUNDAI-KIA		ATESLEME BOBINI ( KALEM BOBIN ) HYUNDAI GENESIS HB 08, SONATA V 05 - KIA CARENS, SORENTO		27301-3C000	102-012			
33-2300	MITSUBISHI		ATESLEME BOBINI ( KALEM BOBIN ) MITSUBISHI CARISMA 1,6 96>		MD362907 - MD325048 - MD360384	103-048			
33-2301	MAZDA		ATESLEME BOBINI MAZDA 626 IV HATCHBACK 2.5 24V ( 94-97 ), MX-6 2.5i 24V ( 94-97 )		3974598 - H3T03071A -				
33-2302	MITSUBISHI		ATEŞLEME BOBİNİ MITSUBISHI COLT VI 1.3, 1.5		45014616 MN195452 - MN195616 -				
33-2303	MAZDA-MITSUBISHI		ATEŞLEME BOBİNİ MAZDA 323, 626, MX-6 - MITSUBISHI COLT, LANCER		CF-13 H3T022 - KLY1-18-V80 -				
33-2304	MAZDA-MITSUBISHI		ATESLEME BOBINI MAZDA 323 - MITSUBISHI COLT, LANCER		H3T0397				
33-2305	MITSUBISHI		ATEŞLEME BOBİNİ MITSUBISHI LANCER VII 03-13 - 1.3, 1.6		IG-361710 MD361710 - MD362903	103-048			
33-2400	MAZDA		ATESLEME BOBINI MAZDA 2, 3, 6, CX-3, CX-5		PE20-18-100-A PE01-18-100-A PE20-18-100	104-024			
33-2401	MAZDA		ATESLEME BOBINI MAZDA 323 90-95		G601-18-100 - G601-18-10X - G602-18-10X	102-072	102-073		
33-2402	MAZDA		ATESLEME BOBINI MAZDA 323 1998>		ZZY1-18-100 - ZL01-18-100A - ZL01-18-100B	103-048			
33-2403	SUZUKI-MAZDA		ATESLEME BOBINI SUZUKI SWIFT 1.3 92-01 - MAZDA 323 III, 626 III		33410-64B10 - E5D318100B - JF0118100B				
33-2404	MAZDA		ATESLEME BOBINI MAZDA 2, 3 DE, BK, BL		ZJ2018100 - ZJ2018100A -	103-048			
33-2700	SUZUKI-DAIHATSU		ATESLEME BOBINI SUZUKI DAIHATSU 3 PIN		29700-6020				
33-2701	SUZUKI		ATEŞLEME BOBİNİ SUZUKI GRAND VITARA 2 PİN		20150 33410-77E10 / 33410-77E11 / 20150	102-124			
33-2702	SUZUKI-MITSUBISHI		ATESLEME BOBINI ( KALEM BOBIN ) SUZUKI SWIFT - MITSUBISHI CARISMA, LANCER, COLT		099700048 - 88921403 - E529A 33400-65G00 - 33400-65G01 - 33410-77E01	103-048			
33-2703	SUZUKI		ATESLEME BOBINI SUZUKI SWIFT, VITARA		33400-66D10	103-048			
33-2704	SUZUKI		ATEŞLEME BOBİNİ SUZUKI SPLASH, GRAND VITARA		45021682 33400-51K60 - 33400-68K20 - 45021682	103-045			
33-2705	SUZUKI		ATEŞLEME BOBİNİ SUZUKİ SWIFT, GRAND VITARA II		33400-65J00 - 45021065	103-045			
33-2706	SUZUKI		ATEŞLEME BOBİNİ SUZUKI CARRY, SWIFT		33400-65G00 - 33400-65G01 - 33410-77E01	103-048			
33-2800	LADA		ATESLEME BOBINI LADA KALINA, SAMARA		21120-3705010 - 2112-3705010-13 - 2112-3705010-10	103-001			
33-3000	JEEP		ATESLEME BOBINI ( KALEM BOBİN ) JEEP CHEROKEE I, II, III, COMMANDER		56028138AE	103-050			
33-3100	JAGUAR		ATEŞLEME BOBİNİ JAGUAR S-TYPE II ( X200 ), X-TYPE I ( X400 ), XF I ( X250 ), XJ ( X350, X358 )		GN10327-12B1 C2S11480 - XR822478 - C2S42673	104-021			
33-9001	VOLVO		ATESLEME BOBINI VOLVO C70, S60, S70, S80, V70, XC70, XC90		30713416	104-001			
33-9002	SUBARU		ATESLEME BOBINI SUBARU IMPREZA, LEGACY, OUTBACK 4 PIN 01-06		22433-AA410	104-022			
33-9003	DAIHATSU		ATESLEME BOBINI DAIHATSU TERIOS		19500-87101 - 1950087101 - 1950087101000	103-045			
33-9004	VOLVO		ATESLEME BOBINI VOLVO S40, V40		1275602				
33-9005	JEEP		ATESLEME BOBINI GRAND CHEROKEE 5.2, 4.0		4751253 - 5252577 - 5234210				
33-9006	DAIHATSU		ATEŞLEME BOBİNİ DAIHATSU SIRION, TERIOS, MATERIA		19070-B1020	104-021			
33-9007	DAIHATSU		ATEŞLEME BOBİNİ DAIHATSU SIRION, TERIOS		45039130 90048-52130 - 90048-52129	103-022-1			
