SKOD	ARAC	KATEGORİ	ÜRÜN ADI	DURUM	AÇIKLAMA	Ü1	Ü2	Ü3	TARİH
40-9023-1	UNIVERSAL	UZUN	TRAKTÖR MAZOT TRANSFER POMPASI UZUN		4132A018 ULPK0038 60201016				
40-9024	CHRYSLER	3 BAR 85L/H	YAKIT POMPASI CHRYSLER VOYAGER I-II - DODGE CARAVAN II    *** 3 BAR 85L/H		ERJ415 - 4897417AA				
40-0001	UNIVERSAL		HORTUM KELEPÇESİ 8-13 mm						
40-0001-11	UNIVERSAL	8mmX11cm	ŞAMANDIRA İÇİ BENZİN HORTUMU   8mmX11cm						
40-0001-14	UNIVERSAL	8mmX14cm	ŞAMANDIRA İÇİ BENZİN HORTUMU   8mmX14cm		9000				
40-0001-16	UNIVERSAL	8mmX16cm	ŞAMANDIRA İÇİ BENZİN HORTUMU   8mmX16cm						
40-0001-18	UNIVERSAL	8mmX16cm	ŞAMANDIRA İÇİ BENZİN HORTUMU   8mmX18cm		9000				
40-0001-20	UNIVERSAL	8mmX20cm	ŞAMANDIRA İÇİ BENZİN HORTUMU   8mmX20cm		9000				
40-0001-22	UNIVERSAL	8mmX22cm	ŞAMANDIRA İÇİ BENZİN HORTUMU   8mmX22cm						
40-0001-25	UNIVERSAL	8mmX25cm	ŞAMANDIRA İÇİ BENZİN HORTUMU   8mmX25cm						
40-0001-28	UNIVERSAL	10mmX28cm	ŞAMANDIRA BENZİN HORTUMU 10mmX28cm						
40-0001-30	UNIVERSAL	8mmX30cm	ŞAMANDIRA İÇİ BENZİN HORTUMU   8mmX30cm						
40-0002	RENAULT DACIA		DEPO ŞAMANDIRA SOMUNU SİYAH RENAULT DACIA LOGAN		7701209115 - 7701207449 - 7701209449				
40-0002-1	VOLKSWAGEN		DEPO ŞAMANDIRA CONTASI GOLF IV-BORA-PASSAT		27217 1J0919133				
40-0003	FIAT		DEPO ŞAMANDIRA SOMUNU BEYAZ DOBLO		46523405 - 46523406 -				
40-0004	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0005	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0006	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0007	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0008	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0009	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0010	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0011	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0012	UNIVERSAL		YAKIT POMPA FİLTRESİ						
40-0013	PEUGEOT-CITROEN		DEPO ŞAMANDIRA SOMUNU PEUGEOT 406 - CITROEN C2-C3-C4		1531.20				
40-0014	PEUGEOT		DEPO ŞAMANDIRA ORINGI PEUGEOT 106-206-406		1531.24				
40-0015	RENAULT		DEPO ŞAMANDIRA ORINGI RENAULT CLIO-MEGANE-LAGUNA		201120				
40-0016	RENAULT-DACIA		DEPO ŞAMANDIRA SOMUNU DACIA LOGAN		7701206096				
40-0018	UNIVERSAL		ORING KÜÇÜK						
40-0019	UNIVERSAL		ORING BÜYÜK						
